protocol,auth_mode,network_profile,sig_alg,kem,kem_class,role,n_blocks_cpu,cpu_ms_per_handshake_mean,cpu_ms_ci95,cpu_ms_ci95_method,n_blocks_mem,mem_peak_MiB_mean,mem_MiB_ci95,mem_MiB_ci95_method
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa65,p384_hqc192,hybride,client,4,159.248,"[124.461, 222.851]",bootstrap_blocs,4,5.421,"[5.371, 5.454]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa65,p384_hqc192,hybride,server,4,58.944,"[45.635, 83.952]",bootstrap_blocs,4,6.7,"[6.564, 6.836]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa65,p384_mlkem768,hybride,client,4,87.348,"[71.170, 115.786]",bootstrap_blocs,4,5.505,"[5.402, 5.607]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa65,p384_mlkem768,hybride,server,4,9.916,"[9.155, 10.832]",bootstrap_blocs,4,6.657,"[6.543, 6.771]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa65,x448,classique,client,4,69.25,"[68.283, 70.218]",bootstrap_blocs,4,5.429,"[5.363, 5.494]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa65,x448,classique,server,4,5.565,"[5.054, 5.958]",bootstrap_blocs,4,6.22,"[6.192, 6.238]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa65,x448_hqc192,hybride,client,4,135.469,"[124.502, 150.594]",bootstrap_blocs,4,5.378,"[5.306, 5.508]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa65,x448_hqc192,hybride,server,4,49.276,"[44.261, 54.291]",bootstrap_blocs,4,6.328,"[6.303, 6.375]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa65,x448_mlkem768,hybride,client,4,90.401,"[69.072, 126.787]",bootstrap_blocs,4,5.351,"[5.242, 5.477]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa65,x448_mlkem768,hybride,server,4,7.482,"[6.634, 8.480]",bootstrap_blocs,4,6.568,"[6.268, 7.164]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa87,P-521,classique,client,4,84.181,"[81.944, 86.323]",bootstrap_blocs,4,5.344,"[5.199, 5.598]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa87,P-521,classique,server,4,5.116,"[4.562, 5.678]",bootstrap_blocs,4,6.365,"[6.256, 6.552]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa87,hqc256,pq_pur,client,4,163.963,"[128.399, 221.508]",bootstrap_blocs,4,5.406,"[5.352, 5.475]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa87,hqc256,pq_pur,server,4,78.749,"[57.513, 113.876]",bootstrap_blocs,4,6.56,"[6.418, 6.701]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa87,mlkem1024,pq_pur,client,4,82.55,"[75.611, 89.489]",bootstrap_blocs,4,5.408,"[5.275, 5.541]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa87,mlkem1024,pq_pur,server,4,3.001,"[2.719, 3.256]",bootstrap_blocs,4,6.287,"[6.268, 6.308]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa87,p521_hqc256,hybride,client,4,129.997,"[124.180, 135.085]",bootstrap_blocs,4,5.649,"[5.592, 5.695]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa87,p521_hqc256,hybride,server,4,59.941,"[58.913, 61.109]",bootstrap_blocs,4,6.69,"[6.669, 6.709]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa87,p521_mlkem1024,hybride,client,4,116.87,"[95.534, 158.677]",bootstrap_blocs,4,5.532,"[5.521, 5.541]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,mldsa87,p521_mlkem1024,hybride,server,4,9.702,"[8.622, 11.680]",bootstrap_blocs,4,6.584,"[6.570, 6.600]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,P-384,classique,client,4,54.484,"[42.942, 75.460]",bootstrap_blocs,4,5.616,"[5.555, 5.698]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,P-384,classique,server,4,12.493,"[11.400, 14.303]",bootstrap_blocs,4,6.338,"[6.140, 6.706]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,hqc192,pq_pur,client,4,71.712,"[69.141, 74.506]",bootstrap_blocs,4,5.573,"[5.429, 5.689]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,hqc192,pq_pur,server,4,49.341,"[47.326, 51.041]",bootstrap_blocs,4,6.249,"[6.223, 6.271]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,mlkem768,pq_pur,client,4,51.709,"[42.643, 67.549]",bootstrap_blocs,4,5.534,"[5.377, 5.758]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,mlkem768,pq_pur,server,4,9.158,"[7.428, 10.743]",bootstrap_blocs,4,6.174,"[6.162, 6.193]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,p384_hqc192,hybride,client,4,98.263,"[76.302, 141.938]",bootstrap_blocs,4,5.468,"[5.267, 5.604]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,p384_hqc192,hybride,server,4,62.91,"[50.092, 87.521]",bootstrap_blocs,4,6.55,"[6.524, 6.564]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,p384_mlkem768,hybride,client,4,49.552,"[47.562, 51.542]",bootstrap_blocs,4,5.425,"[5.184, 5.666]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,p384_mlkem768,hybride,server,4,14.18,"[12.783, 15.155]",bootstrap_blocs,4,6.441,"[6.438, 6.444]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,x448,classique,client,4,43.808,"[41.657, 45.961]",bootstrap_blocs,4,5.486,"[5.381, 5.592]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,x448,classique,server,4,9.714,"[8.430, 10.646]",bootstrap_blocs,4,6.196,"[6.132, 6.318]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,x448_hqc192,hybride,client,4,93.731,"[70.567, 133.941]",bootstrap_blocs,4,5.38,"[5.024, 5.660]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,x448_hqc192,hybride,server,4,63.984,"[50.981, 85.395]",bootstrap_blocs,4,6.297,"[6.268, 6.352]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,x448_mlkem768,hybride,client,4,55.617,"[44.243, 76.445]",bootstrap_blocs,4,5.502,"[5.425, 5.556]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp384r1,x448_mlkem768,hybride,server,4,12.96,"[11.800, 14.836]",bootstrap_blocs,4,6.27,"[6.144, 6.515]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp521r1,P-521,classique,client,4,57.446,"[44.162, 78.886]",bootstrap_blocs,4,5.378,"[5.126, 5.732]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp521r1,P-521,classique,server,4,13.309,"[11.812, 15.169]",bootstrap_blocs,4,6.292,"[6.150, 6.434]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp521r1,hqc256,pq_pur,client,4,115.917,"[86.913, 163.985]",bootstrap_blocs,4,5.341,"[5.207, 5.488]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp521r1,hqc256,pq_pur,server,4,85.343,"[65.659, 120.793]",bootstrap_blocs,4,6.407,"[6.327, 6.553]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp521r1,mlkem1024,pq_pur,client,4,56.804,"[45.294, 76.941]",bootstrap_blocs,4,5.339,"[5.230, 5.447]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp521r1,mlkem1024,pq_pur,server,4,11.246,"[9.794, 13.166]",bootstrap_blocs,4,6.321,"[6.168, 6.609]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp521r1,p521_hqc256,hybride,client,4,94.631,"[90.816, 98.445]",bootstrap_blocs,4,5.348,"[5.302, 5.381]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp521r1,p521_hqc256,hybride,server,4,66.082,"[64.593, 67.931]",bootstrap_blocs,4,6.688,"[6.676, 6.711]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp521r1,p521_mlkem1024,hybride,client,4,60.969,"[47.318, 86.059]",bootstrap_blocs,4,5.491,"[5.352, 5.655]",bootstrap_blocs
tls,mutual,simple_loss1.5833_delay83.52ms,secp521r1,p521_mlkem1024,hybride,server,4,16.244,"[14.027, 18.582]",bootstrap_blocs,4,6.469,"[6.434, 6.509]",bootstrap_blocs
tls,mutual,stable,ed25519,P-256,classique,client,4,24.052,"[22.593, 26.002]",bootstrap_blocs,4,5.354,"[5.296, 5.405]",bootstrap_blocs
tls,mutual,stable,ed25519,P-256,classique,server,4,2.826,"[2.695, 3.015]",bootstrap_blocs,4,6.26,"[6.154, 6.461]",bootstrap_blocs
tls,mutual,stable,ed25519,hqc128,pq_pur,client,4,35.041,"[34.046, 36.554]",bootstrap_blocs,4,5.429,"[5.299, 5.559]",bootstrap_blocs
tls,mutual,stable,ed25519,hqc128,pq_pur,server,4,11.303,"[10.280, 12.878]",bootstrap_blocs,4,6.275,"[6.220, 6.374]",bootstrap_blocs
tls,mutual,stable,ed25519,mlkem512,pq_pur,client,4,23.463,"[23.304, 23.622]",bootstrap_blocs,4,5.51,"[5.430, 5.570]",bootstrap_blocs
tls,mutual,stable,ed25519,mlkem512,pq_pur,server,4,2.846,"[2.778, 2.900]",bootstrap_blocs,4,6.183,"[6.147, 6.221]",bootstrap_blocs
tls,mutual,stable,ed25519,p256_hqc128,hybride,client,4,37.665,"[35.174, 39.407]",bootstrap_blocs,4,5.479,"[5.292, 5.647]",bootstrap_blocs
tls,mutual,stable,ed25519,p256_hqc128,hybride,server,4,11.561,"[10.891, 12.025]",bootstrap_blocs,4,6.558,"[6.501, 6.668]",bootstrap_blocs
tls,mutual,stable,ed25519,p256_mlkem512,hybride,client,4,28.728,"[26.744, 30.532]",bootstrap_blocs,4,5.461,"[5.408, 5.504]",bootstrap_blocs
tls,mutual,stable,ed25519,p256_mlkem512,hybride,server,4,4.24,"[4.016, 4.464]",bootstrap_blocs,4,6.479,"[6.473, 6.486]",bootstrap_blocs
tls,mutual,stable,ed25519,x25519,classique,client,4,25.477,"[24.393, 26.954]",bootstrap_blocs,4,5.309,"[5.259, 5.358]",bootstrap_blocs
tls,mutual,stable,ed25519,x25519,classique,server,4,2.884,"[2.785, 3.006]",bootstrap_blocs,4,6.139,"[6.121, 6.150]",bootstrap_blocs
tls,mutual,stable,ed25519,x25519_hqc128,hybride,client,4,33.34,"[32.656, 34.233]",bootstrap_blocs,4,5.278,"[5.041, 5.516]",bootstrap_blocs
tls,mutual,stable,ed25519,x25519_hqc128,hybride,server,4,11.042,"[10.582, 11.687]",bootstrap_blocs,4,6.215,"[6.190, 6.231]",bootstrap_blocs
tls,mutual,stable,ed25519,x25519_mlkem512,hybride,client,4,24.516,"[23.613, 25.309]",bootstrap_blocs,4,5.541,"[5.420, 5.680]",bootstrap_blocs
tls,mutual,stable,ed25519,x25519_mlkem512,hybride,server,4,2.891,"[2.757, 2.974]",bootstrap_blocs,4,6.17,"[6.150, 6.189]",bootstrap_blocs
tls,mutual,stable,mldsa44,P-256,classique,client,4,41.308,"[40.117, 42.581]",bootstrap_blocs,4,5.204,"[5.012, 5.437]",bootstrap_blocs
tls,mutual,stable,mldsa44,P-256,classique,server,4,2.419,"[2.272, 2.587]",bootstrap_blocs,4,6.218,"[6.213, 6.224]",bootstrap_blocs
tls,mutual,stable,mldsa44,hqc128,pq_pur,client,4,50.143,"[47.570, 54.144]",bootstrap_blocs,4,5.403,"[5.320, 5.486]",bootstrap_blocs
tls,mutual,stable,mldsa44,hqc128,pq_pur,server,4,10.44,"[9.889, 11.404]",bootstrap_blocs,4,6.232,"[6.215, 6.250]",bootstrap_blocs
tls,mutual,stable,mldsa44,mlkem512,pq_pur,client,4,41.439,"[39.459, 45.184]",bootstrap_blocs,4,5.381,"[5.174, 5.593]",bootstrap_blocs
tls,mutual,stable,mldsa44,mlkem512,pq_pur,server,4,2.68,"[2.343, 3.247]",bootstrap_blocs,4,6.296,"[6.223, 6.415]",bootstrap_blocs
tls,mutual,stable,mldsa44,p256_hqc128,hybride,client,4,54.738,"[52.286, 57.537]",bootstrap_blocs,4,5.369,"[5.272, 5.449]",bootstrap_blocs
tls,mutual,stable,mldsa44,p256_hqc128,hybride,server,4,11.748,"[11.128, 12.166]",bootstrap_blocs,4,6.533,"[6.526, 6.538]",bootstrap_blocs
tls,mutual,stable,mldsa44,p256_mlkem512,hybride,client,4,43.814,"[42.634, 44.995]",bootstrap_blocs,4,5.368,"[5.262, 5.500]",bootstrap_blocs
tls,mutual,stable,mldsa44,p256_mlkem512,hybride,server,4,3.72,"[3.598, 3.832]",bootstrap_blocs,4,6.528,"[6.523, 6.533]",bootstrap_blocs
tls,mutual,stable,mldsa44,x25519,classique,client,4,41.204,"[36.284, 45.657]",bootstrap_blocs,4,5.522,"[5.381, 5.667]",bootstrap_blocs
tls,mutual,stable,mldsa44,x25519,classique,server,4,2.522,"[2.340, 2.655]",bootstrap_blocs,4,6.212,"[6.205, 6.219]",bootstrap_blocs
tls,mutual,stable,mldsa44,x25519_hqc128,hybride,client,4,51.976,"[51.073, 53.105]",bootstrap_blocs,4,5.566,"[5.381, 5.888]",bootstrap_blocs
tls,mutual,stable,mldsa44,x25519_hqc128,hybride,server,4,11.583,"[10.984, 12.209]",bootstrap_blocs,4,6.932,"[6.215, 8.320]",bootstrap_blocs
tls,mutual,stable,mldsa44,x25519_mlkem512,hybride,client,4,40.208,"[38.640, 41.851]",bootstrap_blocs,4,5.474,"[5.363, 5.584]",bootstrap_blocs
tls,mutual,stable,mldsa44,x25519_mlkem512,hybride,server,4,2.524,"[2.458, 2.620]",bootstrap_blocs,4,6.244,"[6.215, 6.268]",bootstrap_blocs
tls,mutual,stable,mldsa65,P-384,classique,client,4,51.915,"[49.342, 54.488]",bootstrap_blocs,4,5.414,"[5.254, 5.582]",bootstrap_blocs
tls,mutual,stable,mldsa65,P-384,classique,server,4,3.219,"[3.177, 3.297]",bootstrap_blocs,4,6.26,"[6.251, 6.266]",bootstrap_blocs
tls,mutual,stable,mldsa65,hqc192,pq_pur,client,4,77.433,"[74.934, 80.748]",bootstrap_blocs,4,5.393,"[5.230, 5.555]",bootstrap_blocs
tls,mutual,stable,mldsa65,hqc192,pq_pur,server,4,23.7,"[22.549, 24.852]",bootstrap_blocs,4,6.313,"[6.307, 6.323]",bootstrap_blocs
tls,mutual,stable,mldsa65,mlkem768,pq_pur,client,4,50.673,"[49.132, 52.703]",bootstrap_blocs,4,5.316,"[5.170, 5.463]",bootstrap_blocs
tls,mutual,stable,mldsa65,mlkem768,pq_pur,server,4,2.606,"[2.484, 2.727]",bootstrap_blocs,4,6.272,"[6.251, 6.289]",bootstrap_blocs
tls,mutual,stable,mldsa65,p384_hqc192,hybride,client,4,82.611,"[78.421, 86.728]",bootstrap_blocs,4,5.535,"[5.407, 5.649]",bootstrap_blocs
tls,mutual,stable,mldsa65,p384_hqc192,hybride,server,4,25.934,"[24.561, 28.511]",bootstrap_blocs,4,6.619,"[6.615, 6.623]",bootstrap_blocs
tls,mutual,stable,mldsa65,p384_mlkem768,hybride,client,4,55.616,"[52.749, 58.597]",bootstrap_blocs,4,5.439,"[5.393, 5.508]",bootstrap_blocs
tls,mutual,stable,mldsa65,p384_mlkem768,hybride,server,4,4.745,"[4.458, 5.032]",bootstrap_blocs,4,6.58,"[6.565, 6.591]",bootstrap_blocs
tls,mutual,stable,mldsa65,x448,classique,client,4,51.841,"[47.653, 55.375]",bootstrap_blocs,4,5.324,"[5.180, 5.455]",bootstrap_blocs
tls,mutual,stable,mldsa65,x448,classique,server,4,3.09,"[3.050, 3.153]",bootstrap_blocs,4,6.394,"[6.248, 6.669]",bootstrap_blocs
tls,mutual,stable,mldsa65,x448_hqc192,hybride,client,4,76.847,"[70.670, 81.654]",bootstrap_blocs,4,5.351,"[5.277, 5.424]",bootstrap_blocs
tls,mutual,stable,mldsa65,x448_hqc192,hybride,server,4,24.908,"[23.777, 26.509]",bootstrap_blocs,4,6.33,"[6.326, 6.332]",bootstrap_blocs
tls,mutual,stable,mldsa65,x448_mlkem768,hybride,client,4,50.723,"[46.924, 53.732]",bootstrap_blocs,4,5.339,"[5.229, 5.525]",bootstrap_blocs
tls,mutual,stable,mldsa65,x448_mlkem768,hybride,server,4,3.473,"[3.285, 3.661]",bootstrap_blocs,4,6.292,"[6.261, 6.328]",bootstrap_blocs
tls,mutual,stable,mldsa87,P-521,classique,client,4,67.575,"[63.399, 71.254]",bootstrap_blocs,4,5.409,"[5.348, 5.481]",bootstrap_blocs
tls,mutual,stable,mldsa87,P-521,classique,server,4,3.442,"[3.355, 3.514]",bootstrap_blocs,4,6.308,"[6.291, 6.324]",bootstrap_blocs
tls,mutual,stable,mldsa87,hqc256,pq_pur,client,4,113.681,"[110.710, 117.636]",bootstrap_blocs,4,5.432,"[5.328, 5.576]",bootstrap_blocs
tls,mutual,stable,mldsa87,hqc256,pq_pur,server,4,39.555,"[38.215, 41.630]",bootstrap_blocs,4,6.505,"[6.438, 6.637]",bootstrap_blocs
tls,mutual,stable,mldsa87,mlkem1024,pq_pur,client,4,66.137,"[64.556, 67.838]",bootstrap_blocs,4,5.397,"[5.268, 5.527]",bootstrap_blocs
tls,mutual,stable,mldsa87,mlkem1024,pq_pur,server,4,2.61,"[2.505, 2.715]",bootstrap_blocs,4,6.327,"[6.301, 6.347]",bootstrap_blocs
tls,mutual,stable,mldsa87,p521_hqc256,hybride,client,4,117.754,"[115.833, 119.654]",bootstrap_blocs,4,5.73,"[5.693, 5.768]",bootstrap_blocs
tls,mutual,stable,mldsa87,p521_hqc256,hybride,server,4,40.367,"[39.538, 41.196]",bootstrap_blocs,4,6.731,"[6.724, 6.738]",bootstrap_blocs
tls,mutual,stable,mldsa87,p521_mlkem1024,hybride,client,4,72.233,"[69.463, 76.747]",bootstrap_blocs,4,5.558,"[5.494, 5.621]",bootstrap_blocs
tls,mutual,stable,mldsa87,p521_mlkem1024,hybride,server,4,4.942,"[4.778, 5.081]",bootstrap_blocs,4,6.695,"[6.625, 6.819]",bootstrap_blocs
tls,mutual,stable,secp384r1,P-384,classique,client,4,27.073,"[25.731, 29.075]",bootstrap_blocs,4,5.26,"[5.174, 5.346]",bootstrap_blocs
tls,mutual,stable,secp384r1,P-384,classique,server,4,5.881,"[5.703, 6.059]",bootstrap_blocs,4,6.136,"[6.115, 6.163]",bootstrap_blocs
tls,mutual,stable,secp384r1,hqc192,pq_pur,client,4,50.439,"[49.535, 51.836]",bootstrap_blocs,4,5.399,"[5.251, 5.648]",bootstrap_blocs
tls,mutual,stable,secp384r1,hqc192,pq_pur,server,4,25.462,"[24.773, 26.385]",bootstrap_blocs,4,6.269,"[6.261, 6.275]",bootstrap_blocs
tls,mutual,stable,secp384r1,mlkem768,pq_pur,client,4,24.392,"[23.179, 25.492]",bootstrap_blocs,4,5.308,"[5.110, 5.586]",bootstrap_blocs
tls,mutual,stable,secp384r1,mlkem768,pq_pur,server,4,4.643,"[4.430, 4.903]",bootstrap_blocs,4,6.229,"[6.168, 6.347]",bootstrap_blocs
tls,mutual,stable,secp384r1,p384_hqc192,hybride,client,4,57.179,"[55.889, 58.470]",bootstrap_blocs,4,5.418,"[5.278, 5.541]",bootstrap_blocs
tls,mutual,stable,secp384r1,p384_hqc192,hybride,server,4,27.345,"[26.812, 27.879]",bootstrap_blocs,4,6.562,"[6.560, 6.565]",bootstrap_blocs
tls,mutual,stable,secp384r1,p384_mlkem768,hybride,client,4,30.027,"[28.940, 31.506]",bootstrap_blocs,4,5.422,"[5.259, 5.593]",bootstrap_blocs
tls,mutual,stable,secp384r1,p384_mlkem768,hybride,server,4,6.733,"[6.548, 6.917]",bootstrap_blocs,4,6.494,"[6.434, 6.605]",bootstrap_blocs
tls,mutual,stable,secp384r1,x448,classique,client,4,25.623,"[24.354, 26.630]",bootstrap_blocs,4,5.378,"[5.261, 5.510]",bootstrap_blocs
tls,mutual,stable,secp384r1,x448,classique,server,4,5.322,"[5.242, 5.432]",bootstrap_blocs,4,6.117,"[6.089, 6.135]",bootstrap_blocs
tls,mutual,stable,secp384r1,x448_hqc192,hybride,client,4,53.234,"[51.035, 56.336]",bootstrap_blocs,4,5.28,"[5.207, 5.354]",bootstrap_blocs
tls,mutual,stable,secp384r1,x448_hqc192,hybride,server,4,26.987,"[25.718, 28.214]",bootstrap_blocs,4,6.207,"[6.101, 6.264]",bootstrap_blocs
tls,mutual,stable,secp384r1,x448_mlkem768,hybride,client,4,25.232,"[24.336, 26.129]",bootstrap_blocs,4,5.433,"[5.250, 5.616]",bootstrap_blocs
tls,mutual,stable,secp384r1,x448_mlkem768,hybride,server,4,5.7,"[5.450, 6.087]",bootstrap_blocs,4,6.22,"[6.154, 6.328]",bootstrap_blocs
tls,mutual,stable,secp521r1,P-521,classique,client,4,27.112,"[26.448, 27.717]",bootstrap_blocs,4,5.315,"[5.229, 5.389]",bootstrap_blocs
tls,mutual,stable,secp521r1,P-521,classique,server,4,5.852,"[5.650, 6.018]",bootstrap_blocs,4,6.129,"[6.125, 6.133]",bootstrap_blocs
tls,mutual,stable,secp521r1,hqc256,pq_pur,client,4,75.778,"[74.863, 76.834]",bootstrap_blocs,4,5.4,"[5.223, 5.671]",bootstrap_blocs
tls,mutual,stable,secp521r1,hqc256,pq_pur,server,4,42.367,"[40.337, 44.397]",bootstrap_blocs,4,6.37,"[6.341, 6.391]",bootstrap_blocs
tls,mutual,stable,secp521r1,mlkem1024,pq_pur,client,4,24.984,"[23.877, 26.091]",bootstrap_blocs,4,5.441,"[5.350, 5.533]",bootstrap_blocs
tls,mutual,stable,secp521r1,mlkem1024,pq_pur,server,4,4.78,"[4.664, 4.870]",bootstrap_blocs,4,6.189,"[6.177, 6.204]",bootstrap_blocs
tls,mutual,stable,secp521r1,p521_hqc256,hybride,client,4,78.785,"[76.148, 81.986]",bootstrap_blocs,4,5.345,"[5.200, 5.473]",bootstrap_blocs
tls,mutual,stable,secp521r1,p521_hqc256,hybride,server,4,43.797,"[41.007, 47.897]",bootstrap_blocs,4,6.664,"[6.650, 6.674]",bootstrap_blocs
tls,mutual,stable,secp521r1,p521_mlkem1024,hybride,client,4,29.431,"[28.640, 30.221]",bootstrap_blocs,4,5.369,"[5.312, 5.470]",bootstrap_blocs
tls,mutual,stable,secp521r1,p521_mlkem1024,hybride,server,4,6.818,"[6.605, 7.030]",bootstrap_blocs,4,6.479,"[6.465, 6.494]",bootstrap_blocs
tls,mutual,unstable,ed25519,P-256,classique,client,4,27.55,"[26.445, 28.338]",bootstrap_blocs,4,5.407,"[5.360, 5.479]",bootstrap_blocs
tls,mutual,unstable,ed25519,P-256,classique,server,4,3.246,"[3.162, 3.305]",bootstrap_blocs,4,6.132,"[6.111, 6.152]",bootstrap_blocs
tls,mutual,unstable,ed25519,hqc128,pq_pur,client,4,40.066,"[35.974, 44.704]",bootstrap_blocs,4,5.287,"[5.170, 5.367]",bootstrap_blocs
tls,mutual,unstable,ed25519,hqc128,pq_pur,server,4,12.937,"[11.490, 14.521]",bootstrap_blocs,4,6.207,"[6.189, 6.225]",bootstrap_blocs
tls,mutual,unstable,ed25519,mlkem512,pq_pur,client,4,37.162,"[25.030, 60.084]",bootstrap_blocs,4,5.525,"[5.435, 5.575]",bootstrap_blocs
tls,mutual,unstable,ed25519,mlkem512,pq_pur,server,4,4.141,"[3.023, 6.326]",bootstrap_blocs,4,6.265,"[6.176, 6.434]",bootstrap_blocs
tls,mutual,unstable,ed25519,p256_hqc128,hybride,client,4,42.85,"[42.084, 43.535]",bootstrap_blocs,4,5.469,"[5.248, 5.734]",bootstrap_blocs
tls,mutual,unstable,ed25519,p256_hqc128,hybride,server,4,13.496,"[13.227, 13.739]",bootstrap_blocs,4,6.516,"[6.510, 6.523]",bootstrap_blocs
tls,mutual,unstable,ed25519,p256_mlkem512,hybride,client,4,44.178,"[31.784, 61.608]",bootstrap_blocs,4,5.298,"[5.224, 5.352]",bootstrap_blocs
tls,mutual,unstable,ed25519,p256_mlkem512,hybride,server,4,6.69,"[5.339, 8.828]",bootstrap_blocs,4,6.476,"[6.440, 6.500]",bootstrap_blocs
tls,mutual,unstable,ed25519,x25519,classique,client,4,27.82,"[27.176, 28.463]",bootstrap_blocs,4,5.312,"[5.146, 5.479]",bootstrap_blocs
tls,mutual,unstable,ed25519,x25519,classique,server,4,3.152,"[3.033, 3.271]",bootstrap_blocs,4,6.203,"[6.127, 6.338]",bootstrap_blocs
tls,mutual,unstable,ed25519,x25519_hqc128,hybride,client,4,37.216,"[35.708, 38.724]",bootstrap_blocs,4,5.515,"[5.322, 5.850]",bootstrap_blocs
tls,mutual,unstable,ed25519,x25519_hqc128,hybride,server,4,12.364,"[12.082, 12.647]",bootstrap_blocs,4,6.228,"[6.225, 6.230]",bootstrap_blocs
tls,mutual,unstable,ed25519,x25519_mlkem512,hybride,client,4,34.612,"[26.260, 49.534]",bootstrap_blocs,4,5.569,"[5.464, 5.686]",bootstrap_blocs
tls,mutual,unstable,ed25519,x25519_mlkem512,hybride,server,4,4.189,"[3.240, 5.939]",bootstrap_blocs,4,6.169,"[6.153, 6.182]",bootstrap_blocs
tls,mutual,unstable,mldsa44,P-256,classique,client,4,46.304,"[45.296, 47.313]",bootstrap_blocs,4,5.373,"[5.234, 5.512]",bootstrap_blocs
tls,mutual,unstable,mldsa44,P-256,classique,server,4,2.81,"[2.634, 2.986]",bootstrap_blocs,4,6.284,"[6.223, 6.404]",bootstrap_blocs
tls,mutual,unstable,mldsa44,hqc128,pq_pur,client,4,58.658,"[56.020, 61.295]",bootstrap_blocs,4,5.503,"[5.417, 5.578]",bootstrap_blocs
tls,mutual,unstable,mldsa44,hqc128,pq_pur,server,4,12.06,"[11.165, 12.772]",bootstrap_blocs,4,6.313,"[6.243, 6.441]",bootstrap_blocs
tls,mutual,unstable,mldsa44,mlkem512,pq_pur,client,4,63.825,"[46.589, 90.277]",bootstrap_blocs,4,5.296,"[5.122, 5.486]",bootstrap_blocs
tls,mutual,unstable,mldsa44,mlkem512,pq_pur,server,4,3.297,"[2.502, 4.827]",bootstrap_blocs,4,6.247,"[6.242, 6.254]",bootstrap_blocs
tls,mutual,unstable,mldsa44,p256_hqc128,hybride,client,4,89.668,"[63.500, 124.636]",bootstrap_blocs,4,5.287,"[5.145, 5.486]",bootstrap_blocs
tls,mutual,unstable,mldsa44,p256_hqc128,hybride,server,4,18.416,"[13.918, 24.992]",bootstrap_blocs,4,6.539,"[6.536, 6.542]",bootstrap_blocs
tls,mutual,unstable,mldsa44,p256_mlkem512,hybride,client,4,68.877,"[50.464, 102.874]",bootstrap_blocs,4,5.371,"[5.254, 5.543]",bootstrap_blocs
